,VoltageApplied,VoltageInput,Velocity,time
0,0.0,14.975000381469727,0.199951171875,0.01
1,0.0,14.975000381469727,0.199951171875,0.03
2,0.0,14.975000381469727,0.199951171875,0.05
3,0.029999999329447746,14.975000381469727,0.199951171875,0.07
4,0.03999999910593033,14.975000381469727,0.199951171875,0.09
5,0.05999999865889549,14.975000381469727,0.199951171875,0.10999999999999999
6,0.07000000029802322,14.975000381469727,0.199951171875,0.12999999999999998
7,0.0,14.975000381469727,0.199951171875,0.15
8,0.10000000149011612,14.975000381469727,0.199951171875,0.17
9,0.11999999731779099,14.975000381469727,0.199951171875,0.19000000000000003
10,0.12999999523162842,14.975000381469727,0.199951171875,0.21000000000000005
11,0.15000000596046448,14.975000381469727,0.199951171875,0.23000000000000007
12,0.0,14.975000381469727,0.199951171875,0.25000000000000006
13,0.18000000715255737,14.975000381469727,0.199951171875,0.2700000000000001
14,0.1899999976158142,14.975000381469727,0.199951171875,0.2900000000000001
15,0.20000000298023224,14.975000381469727,0.199951171875,0.3100000000000001
16,0.2199999988079071,14.975000381469727,0.199951171875,0.3300000000000001
17,0.23000000417232513,14.975000381469727,0.199951171875,0.35000000000000014
18,0.25,14.975000381469727,0.199951171875,0.37000000000000016
19,0.25999999046325684,14.975000381469727,0.199951171875,0.3900000000000002
20,0.2800000011920929,14.975000381469727,0.199951171875,0.4100000000000002
21,0.28999999165534973,14.975000381469727,0.199951171875,0.4300000000000002
22,0.0,14.975000381469727,0.199951171875,0.45000000000000023
23,0.33000001311302185,14.975000381469727,0.199951171875,0.47000000000000025
24,0.33000001311302185,14.975000381469727,0.199951171875,0.49000000000000027
25,0.36000001430511475,14.975000381469727,0.199951171875,0.5100000000000002
26,0.3799999952316284,14.774999618530273,0.199951171875,0.5300000000000002
27,0.0,14.774999618530273,0.199951171875,0.5500000000000003
28,0.4000000059604645,14.774999618530273,0.199951171875,0.5700000000000003
29,0.41999998688697815,14.774999618530273,0.199951171875,0.5900000000000003
30,0.4300000071525574,14.774999618530273,0.199951171875,0.6100000000000003
31,0.44999998807907104,14.774999618530273,0.199951171875,0.6300000000000003
32,0.44999998807907104,14.774999618530273,0.200439453125,0.6500000000000004
33,0.46000000834465027,14.774999618530273,0.20068359375,0.6700000000000004
34,0.49000000953674316,14.774999618530273,0.20068359375,0.6900000000000004
35,0.5,14.774999618530273,0.200927734375,0.7100000000000004
36,0.5099999904632568,14.774999618530273,0.201171875,0.7300000000000004
37,0.5299999713897705,14.774999618530273,0.20166015625,0.7500000000000004
38,0.5400000214576721,14.774999618530273,0.201904296875,0.7700000000000005
39,0.5600000023841858,14.649999618530273,0.202392578125,0.7900000000000005
40,0.0,14.649999618530273,0.202880859375,0.8100000000000005
41,0.5899999737739563,14.649999618530273,0.203369140625,0.8300000000000005
42,0.6000000238418579,14.649999618530273,0.20361328125,0.8500000000000005
43,0.6100000143051147,14.649999618530273,0.203857421875,0.8700000000000006
44,0.6299999952316284,14.649999618530273,0.20458984375,0.8900000000000006
45,0.6499999761581421,14.649999618530273,0.205078125,0.9100000000000006
46,0.6600000262260437,14.649999618530273,0.205322265625,0.9300000000000006
47,0.6700000166893005,14.649999618530273,0.2060546875,0.9500000000000006
48,0.6800000071525574,14.649999618530273,0.20654296875,0.9700000000000006
49,0.699999988079071,14.649999618530273,0.207275390625,0.9900000000000007
50,0.7099999785423279,14.649999618530273,0.2080078125,1.0200000000000007
51,0.7200000286102295,14.524999618530273,0.208740234375,1.0200000000000007
52,0.0,14.524999618530273,0.20947265625,1.0400000000000007
53,0.7599999904632568,14.524999618530273,0.2099609375,1.0600000000000007
54,0.7699999809265137,14.524999618530273,0.21044921875,1.0800000000000007
55,0.0,14.524999618530273,0.21142578125,1.1000000000000008
56,0.7799999713897705,14.524999618530273,0.2119140625,1.1200000000000008
57,0.8100000023841858,14.524999618530273,0.212646484375,1.1400000000000008
58,0.8199999928474426,14.524999618530273,0.21337890625,1.1600000000000008
59,0.8399999737739563,14.524999618530273,0.21435546875,1.1900000000000008
60,0.8600000143051147,14.524999618530273,0.215576171875,1.2000000000000008
61,0.8700000047683716,14.524999618530273,0.21630859375,1.2200000000000009
62,0.8799999952316284,14.524999618530273,0.21728515625,1.2400000000000009
63,0.8799999952316284,14.524999618530273,0.21826171875,1.260000000000001
64,0.9100000262260437,14.475000381469727,0.21923828125,1.280000000000001
65,0.0,14.475000381469727,0.220458984375,1.300000000000001
66,0.9300000071525574,14.475000381469727,0.22119140625,1.320000000000001
67,0.0,14.475000381469727,0.221923828125,1.340000000000001
68,0.9599999785423279,14.475000381469727,0.22265625,1.360000000000001
69,0.9700000286102295,14.475000381469727,0.2236328125,1.380000000000001
70,0.9900000095367432,14.475000381469727,0.224853515625,1.400000000000001
71,1.0,14.475000381469727,0.22607421875,1.410000000000001
72,1.0099999904632568,14.475000381469727,0.2275390625,1.440000000000001
73,1.0199999809265137,14.475000381469727,0.22900390625,1.460000000000001
74,1.0299999713897705,14.475000381469727,0.23046875,1.470000000000001
75,1.0499999523162842,14.475000381469727,0.231689453125,1.480000000000001
76,1.0700000524520874,14.550000190734863,0.23291015625,1.500000000000001
77,1.0700000524520874,14.550000190734863,0.23388671875,1.5200000000000011
78,1.0800000429153442,14.550000190734863,0.2353515625,1.5400000000000011
79,1.100000023841858,14.550000190734863,0.23681640625,1.5500000000000012
80,0.0,14.550000190734863,0.23828125,1.5700000000000012
81,1.1299999952316284,14.550000190734863,0.2392578125,1.5900000000000012
82,0.0,14.550000190734863,0.240478515625,1.6100000000000012
